"student_id","school_id","grade","reading_time_home","parent_education","school_type","gender","birth_months","n_siblings","ses_index","naplan_reading_score"
353,11,"Year 3",0,"Year 12","Government","Female","Oct",1,-0.6,364
354,38,"Year 9",40,"Certificate/Diploma","Government","Female","Jul",1,0.2,677
355,26,"Year 3",10,"Year 10 or below","Government","Female","Nov",0,-1.44,424
356,26,"Year 9",20,"Postgraduate","Government","Female","Aug",1,1.44,640
357,15,"Year 3",40,"Certificate/Diploma","Government","Female","Mar",2,0.98,532
358,19,"Year 5",20,"Postgraduate","Government","Female","Feb",2,2.07,622
359,21,"Year 5",25,"Certificate/Diploma","Independent","Female","Sep",1,1.81,580
360,50,"Year 3",10,"Year 10 or below","Government","Male","Feb",0,-0.52,406
361,48,"Year 5",0,"Year 10 or below","Government","Female","Sep",1,-1.13,482
362,31,"Year 7",15,"Year 12","Catholic","Female","Jul",0,0.95,637
363,59,"Year 5",55,"Year 12","Government","Female","Sep",3,0.21,609
364,32,"Year 5",75,"Year 10 or below","Catholic","Female","Oct",2,-0.31,384
365,59,"Year 9",30,"Year 10 or below","Government","Male","Sep",2,-1.78,646
366,43,"Year 5",0,"Year 12","Government","Female","Dec",1,0.12,477
367,24,"Year 5",20,"Certificate/Diploma","Independent","Female","Apr",3,0.22,539
368,53,"Year 3",55,"Bachelor degree","Government","Female","Feb",2,1.06,600
369,50,"Year 7",10,"Bachelor degree","Government","Female","Nov",1,1.57,607
370,44,"Year 3",5,"Year 12","Independent","Male","May",1,1.26,490
371,42,"Year 9",5,"Year 10 or below","Government","Male","Nov",2,-1.12,641
372,29,"Year 5",5,"Certificate/Diploma","Government","Male","Feb",1,0.32,515
373,28,"Year 3",5,"Certificate/Diploma","Independent","Female","Jan",2,0.67,483
374,44,"Year 9",0,"Bachelor degree","Independent","Female","Feb",1,1.31,758
375,14,"Year 7",0,"Postgraduate","Government","Female","Oct",2,1.64,620
376,45,"Year 3",50,"Certificate/Diploma","Government","Female","Mar",2,0.66,383
377,34,"Year 7",0,"Certificate/Diploma","Catholic","Female","Apr",2,1.27,615
378,7,"Year 7",40,"Year 12","Catholic","Male","Sep",3,0.27,673
379,26,"Year 9",25,"Year 10 or below","Government","Female","Jul",4,-1.99,565
380,28,"Year 7",15,"Certificate/Diploma","Independent","Male","Jul",2,0.44,615
381,18,"Year 7",0,"Year 12","Government","Male","Jan",3,-0.01,536
382,12,"Year 5",0,"Bachelor degree","Catholic","Male","Dec",3,2.02,523
383,3,"Year 5",25,"Year 12","Government","Female","Jan",2,-0.42,537
384,41,"Year 7",35,"Year 10 or below","Government","Male","Mar",0,-1.12,451
385,53,"Year 3",5,"Certificate/Diploma","Government","Female","Oct",1,-0.3,418
386,47,"Year 3",20,"Postgraduate","Independent","Female","Dec",1,2.49,546
387,13,"Year 7",40,"Year 10 or below","Independent","Female","Aug",2,-0.45,436
388,50,"Year 3",15,"Year 10 or below","Government","Male","Sep",4,-0.59,456
389,27,"Year 5",45,"Bachelor degree","Government","Male","Aug",3,1.1,609
390,23,"Year 5",0,"Year 12","Independent","Male","Nov",2,1.29,571
391,9,"Year 9",15,"Year 12","Catholic","Male","Nov",2,0.23,587
392,22,"Year 9",10,"Bachelor degree","Government","Male","Oct",1,1.78,649
393,41,"Year 7",25,"Bachelor degree","Government","Male","Nov",2,0.59,551
394,26,"Year 3",15,"Bachelor degree","Government","Female","Aug",2,0.98,456
395,27,"Year 3",20,"Bachelor degree","Government","Female","Aug",2,0.78,471
396,8,"Year 9",5,"Bachelor degree","Government","Female","Jul",5,1.44,663
397,19,"Year 7",0,"Year 10 or below","Government","Male","Apr",5,-0.89,524
398,14,"Year 5",15,"Year 10 or below","Government","Male","Sep",2,-0.17,498
399,12,"Year 3",35,"Certificate/Diploma","Catholic","Female","Mar",1,0.38,489
400,4,"Year 3",15,"Year 10 or below","Catholic","Female","Oct",2,-0.15,442
401,18,"Year 7",35,"Postgraduate","Government","Male","Sep",1,2.3,519
402,49,"Year 5",0,"Year 10 or below","Independent","Female","Jan",2,-0.19,502
403,17,"Year 5",0,"Year 12","Independent","Male","Jul",2,1.54,538
404,17,"Year 9",40,"Bachelor degree","Independent","Female","Mar",1,1.25,706
405,1,"Year 3",0,"Bachelor degree","Independent","Male","Nov",1,2.15,511
406,20,"Year 3",25,"Year 12","Government","Male","Nov",3,-0.14,467
407,3,"Year 3",25,"Postgraduate","Government","Female","May",5,0.98,504
408,5,"Year 7",5,"Year 12","Government","Male","Oct",0,-0.28,547
409,4,"Year 5",0,"Certificate/Diploma","Catholic","Female","May",2,0.83,571
410,3,"Year 7",20,"Year 10 or below","Government","Female","Mar",2,-1.11,575
411,53,"Year 7",20,"Bachelor degree","Government","Male","Apr",1,1.27,608
412,40,"Year 5",0,"Year 10 or below","Government","Female","Mar",2,-1.21,512
413,29,"Year 5",30,"Bachelor degree","Government","Female","Nov",4,1.24,555
414,45,"Year 9",25,"Certificate/Diploma","Government","Male","Aug",3,-0.04,619
415,29,"Year 3",10,"Certificate/Diploma","Government","Female","Feb",2,0.33,442
416,53,"Year 3",45,"Certificate/Diploma","Government","Male","Apr",2,0.18,599
417,38,"Year 9",10,"Postgraduate","Government","Female","Jun",5,1.63,725
418,18,"Year 7",0,"Year 12","Government","Male","Feb",1,-0.48,589
419,18,"Year 5",5,"Certificate/Diploma","Government","Female","Nov",1,0.58,500
420,18,"Year 3",0,"Bachelor degree","Government","Female","Feb",5,0.92,460
421,48,"Year 5",10,"Year 12","Government","Male","Dec",2,-0.32,464
422,8,"Year 7",30,"Year 12","Government","Female","May",0,0.23,673
423,26,"Year 3",5,"Year 12","Government","Male","Sep",1,0.32,359
424,48,"Year 9",10,"Certificate/Diploma","Government","Male","Mar",0,0.45,589
425,39,"Year 9",105,"Year 10 or below","Independent","Male","Aug",1,-0.72,709
426,5,"Year 7",5,"Bachelor degree","Government","Female","Nov",5,1.17,591
427,36,"Year 5",30,"Year 12","Catholic","Male","Aug",3,0.82,552
428,24,"Year 9",20,"Bachelor degree","Independent","Male","May",4,1.35,640
429,14,"Year 5",45,"Bachelor degree","Government","Female","Feb",1,0.75,573
430,12,"Year 9",25,"Bachelor degree","Catholic","Male","Dec",2,1.55,639
431,32,"Year 9",5,"Bachelor degree","Catholic","Female","Oct",2,0.98,633
432,36,"Year 9",5,"Year 10 or below","Catholic","Female","Sep",3,-1.06,618
433,11,"Year 9",10,"Year 12","Government","Female","Nov",2,0.6,561
434,27,"Year 5",0,"Postgraduate","Government","Male","Aug",2,1.18,570
435,23,"Year 5",115,"Bachelor degree","Independent","Male","Feb",1,1.97,700
436,14,"Year 3",25,"Certificate/Diploma","Government","Male","Feb",1,0.72,403
437,45,"Year 3",5,"Bachelor degree","Government","Male","Mar",2,1.26,460
438,53,"Year 5",35,"Certificate/Diploma","Government","Female","Apr",4,-0.52,677
439,52,"Year 7",5,"Year 10 or below","Government","Female","Jan",2,-0.54,593
440,48,"Year 9",20,"Year 12","Government","Male","Feb",2,-0.21,551
441,10,"Year 3",10,"Year 12","Catholic","Male","Oct",1,0.17,424
442,17,"Year 5",0,"Year 12","Independent","Female","Aug",1,1.11,534
443,50,"Year 9",45,"Year 10 or below","Government","Female","Mar",1,0.77,660
444,18,"Year 3",25,"Postgraduate","Government","Male","Feb",2,1.13,423
445,36,"Year 3",0,"Year 10 or below","Catholic","Male","Sep",1,-0.61,405
446,8,"Year 7",20,"Certificate/Diploma","Government","Male","Jul",3,0.7,611
447,21,"Year 5",90,"Postgraduate","Independent","Female","Jul",5,2.53,693
448,1,"Year 9",15,"Year 12","Independent","Female","Jul",1,0.11,685
449,42,"Year 3",0,"Postgraduate","Government","Male","Dec",1,1.82,454
450,11,"Year 3",35,"Certificate/Diploma","Government","Female","Dec",3,-0.33,421
451,6,"Year 3",0,"Year 12","Government","Female","Oct",0,-0.04,389
452,7,"Year 3",40,"Bachelor degree","Catholic","Female","Feb",2,0.77,511
453,53,"Year 9",10,"Bachelor degree","Government","Female","Apr",2,0.21,668
454,60,"Year 7",0,"Certificate/Diploma","Government","Female","Sep",1,-0.72,599
455,58,"Year 5",30,"Certificate/Diploma","Government","Female","Sep",2,0.43,637
456,13,"Year 3",0,"Postgraduate","Independent","Female","Sep",1,1.68,523
457,16,"Year 7",5,"Year 12","Independent","Female","Oct",2,0.92,605
458,56,"Year 3",0,"Certificate/Diploma","Catholic","Female","Sep",2,0.34,468
459,44,"Year 5",0,"Year 12","Independent","Female","Jul",1,0.72,539
460,37,"Year 5",5,"Postgraduate","Government","Male","Feb",2,1.33,583
461,34,"Year 7",5,"Certificate/Diploma","Catholic","Male","May",4,1.25,549
462,53,"Year 3",80,"Year 10 or below","Government","Female","Dec",1,-0.71,600
463,60,"Year 5",20,"Year 12","Government","Male","Jul",1,-0.96,510
464,23,"Year 5",5,"Bachelor degree","Independent","Female","Jan",4,2.31,564
465,45,"Year 9",40,"Bachelor degree","Government","Male","Aug",1,0.19,633
466,35,"Year 9",0,"Bachelor degree","Government","Male","Jul",0,1.27,652
467,9,"Year 3",50,"Year 10 or below","Catholic","Male","Aug",2,-0.45,315
468,43,"Year 7",30,"Bachelor degree","Government","Male","Oct",1,0.69,645
469,31,"Year 9",10,"Year 10 or below","Catholic","Female","Dec",4,-0.34,627
470,58,"Year 9",40,"Year 10 or below","Government","Male","Apr",1,0.21,636
471,28,"Year 7",60,"Certificate/Diploma","Independent","Male","Sep",2,1.1,672
472,50,"Year 5",30,"Bachelor degree","Government","Female","Oct",1,2,574
473,43,"Year 3",50,"Year 10 or below","Government","Female","Nov",1,-0.69,536
474,7,"Year 3",0,"Year 12","Catholic","Female","Jan",1,0.54,464
475,45,"Year 3",5,"Year 10 or below","Government","Male","Mar",2,-1.52,381
476,26,"Year 3",0,"Certificate/Diploma","Government","Female","Nov",1,0.6,383
477,39,"Year 9",40,"Bachelor degree","Independent","Male","Jan",5,1.3,653
478,28,"Year 7",20,"Certificate/Diploma","Independent","Female","May",1,1.23,587
479,6,"Year 7",45,"Certificate/Diploma","Government","Female","Nov",1,-0.57,580
480,36,"Year 3",0,"Bachelor degree","Catholic","Female","Jun",2,0.8,493
481,18,"Year 9",0,"Year 10 or below","Government","Male","Aug",1,-1.72,557
482,42,"Year 5",10,"Certificate/Diploma","Government","Male","Aug",2,-0.27,557
483,38,"Year 3",65,"Year 12","Government","Female","Nov",3,-0.53,475
484,54,"Year 9",5,"Certificate/Diploma","Catholic","Female","Feb",1,1,649
485,31,"Year 9",15,"Postgraduate","Catholic","Female","Mar",1,0.78,737
486,20,"Year 7",40,"Year 12","Government","Male","Jan",1,0.75,576
487,7,"Year 3",25,"Year 10 or below","Catholic","Male","Dec",2,-0.06,466
488,54,"Year 3",5,"Certificate/Diploma","Catholic","Female","Dec",1,0.83,446
489,17,"Year 3",15,"Certificate/Diploma","Independent","Male","Nov",5,1.92,478
490,8,"Year 3",0,"Year 12","Government","Male","Jan",5,0.87,391
491,19,"Year 5",5,"Bachelor degree","Government","Male","Nov",5,1.09,581
492,37,"Year 5",5,"Bachelor degree","Government","Female","Jul",2,0.35,593
493,1,"Year 9",65,"Year 12","Independent","Male","Aug",0,1.05,900
494,30,"Year 7",10,"Bachelor degree","Catholic","Female","Jan",1,0.86,693
495,21,"Year 5",55,"Year 12","Independent","Male","Aug",3,0.29,589
496,50,"Year 3",20,"Postgraduate","Government","Female","Jan",2,1.49,528
497,29,"Year 7",0,"Certificate/Diploma","Government","Female","Dec",0,0.81,617
498,11,"Year 3",70,"Bachelor degree","Government","Female","Feb",1,0.1,442
499,37,"Year 7",15,"Postgraduate","Government","Female","Feb",1,2.06,649
500,2,"Year 5",10,"Postgraduate","Independent","Male","Feb",3,1.92,585
501,27,"Year 7",30,"Year 12","Government","Male","Nov",2,-0.34,554
502,19,"Year 9",0,"Year 12","Government","Male","Oct",1,-0.52,614
503,37,"Year 3",0,"Year 12","Government","Male","Jan",2,0.09,402
504,19,"Year 5",120,"Certificate/Diploma","Government","Female","Apr",2,0,694
505,50,"Year 5",5,"Bachelor degree","Government","Male","Nov",2,0.23,560
506,60,"Year 7",20,"Bachelor degree","Government","Male","Nov",2,1.4,597
507,11,"Year 9",25,"Bachelor degree","Government","Female","May",1,1.44,607
508,10,"Year 9",15,"Year 12","Catholic","Male","Dec",1,0.76,615
509,52,"Year 3",10,"Certificate/Diploma","Government","Female","Nov",2,0.23,487
510,25,"Year 3",100,"Year 12","Government","Male","Mar",4,0.09,387
511,41,"Year 9",0,"Bachelor degree","Government","Female","Nov",3,1.22,633
512,18,"Year 9",25,"Certificate/Diploma","Government","Male","Aug",1,0.38,570
513,2,"Year 9",0,"Year 10 or below","Independent","Male","Sep",3,0,608
514,12,"Year 7",20,"Bachelor degree","Catholic","Male","Jan",1,1.65,620
515,22,"Year 7",0,"Certificate/Diploma","Government","Male","Nov",0,-0.03,557
516,12,"Year 3",10,"Postgraduate","Catholic","Male","Sep",4,2.28,475
517,29,"Year 7",20,"Year 10 or below","Government","Male","Oct",0,-1.71,519
518,10,"Year 9",10,"Year 12","Catholic","Female","Jul",2,-0.02,661
519,45,"Year 5",0,"Year 10 or below","Government","Male","Jul",2,-2.32,493
520,50,"Year 3",50,"Year 10 or below","Government","Male","Apr",1,-0.88,456
521,37,"Year 5",25,"Postgraduate","Government","Female","May",4,0.55,646
522,18,"Year 7",30,"Bachelor degree","Government","Female","Jan",1,1.72,573
523,10,"Year 9",45,"Certificate/Diploma","Catholic","Male","Mar",1,0.12,600
524,59,"Year 3",30,"Postgraduate","Government","Female","Jul",1,1.09,532
525,42,"Year 7",5,"Year 12","Government","Male","Aug",2,0.08,525
526,59,"Year 9",10,"Certificate/Diploma","Government","Male","Mar",5,0.02,659
527,15,"Year 7",40,"Bachelor degree","Government","Male","Sep",2,1.17,679
528,48,"Year 3",0,"Year 12","Government","Male","Dec",1,-0.87,399
529,19,"Year 9",40,"Year 10 or below","Government","Female","Aug",4,-0.41,664
530,13,"Year 7",0,"Postgraduate","Independent","Male","Feb",1,2.38,705
531,56,"Year 9",15,"Postgraduate","Catholic","Female","Aug",3,1.46,685
532,51,"Year 3",30,"Year 10 or below","Government","Male","Apr",1,-1.65,491
533,14,"Year 7",10,"Postgraduate","Government","Male","Aug",5,2.29,625
534,1,"Year 5",15,"Year 12","Independent","Female","Feb",3,0.89,633
535,60,"Year 7",10,"Year 12","Government","Male","Dec",2,-0.56,536
536,43,"Year 5",0,"Certificate/Diploma","Government","Female","Feb",0,1.25,472
537,17,"Year 3",0,"Certificate/Diploma","Independent","Female","Dec",3,0.75,424
538,19,"Year 7",65,"Bachelor degree","Government","Male","Apr",4,1.3,728
539,41,"Year 9",30,"Postgraduate","Government","Female","Apr",2,1.41,575
540,5,"Year 3",30,"Bachelor degree","Government","Male","Dec",2,1.31,565
541,33,"Year 9",20,"Year 12","Government","Male","Aug",2,0.5,540
542,41,"Year 3",10,"Certificate/Diploma","Government","Female","Jan",3,1.07,390
543,24,"Year 3",10,"Certificate/Diploma","Independent","Male","Sep",2,1.19,469
544,29,"Year 3",75,"Year 12","Government","Female","Sep",4,0.13,414
545,20,"Year 9",0,"Year 12","Government","Male","Dec",2,0.74,608
546,15,"Year 7",20,"Postgraduate","Government","Female","Aug",2,1.32,639
547,43,"Year 5",20,"Year 12","Government","Female","Oct",2,-0.8,546
548,11,"Year 3",0,"Bachelor degree","Government","Male","Sep",2,1.14,446
549,60,"Year 7",30,"Year 12","Government","Female","Sep",3,0.51,510
550,11,"Year 7",25,"Bachelor degree","Government","Female","Nov",2,0.28,563
551,42,"Year 5",5,"Year 12","Government","Male","Mar",2,0.71,467
552,12,"Year 5",5,"Year 10 or below","Catholic","Female","Dec",2,-1.02,453
553,48,"Year 5",45,"Bachelor degree","Government","Male","Aug",2,1.04,533
554,20,"Year 5",45,"Year 12","Government","Male","Mar",3,0.12,606
555,41,"Year 7",30,"Year 12","Government","Female","Feb",1,0.54,554
556,48,"Year 9",0,"Year 12","Government","Female","Jul",3,1.09,618
557,38,"Year 9",0,"Certificate/Diploma","Government","Female","Oct",2,0.52,662
558,59,"Year 3",35,"Certificate/Diploma","Government","Male","Sep",1,-0.35,503
559,19,"Year 7",0,"Postgraduate","Government","Male","Dec",1,2.06,644
560,37,"Year 9",40,"Year 12","Government","Female","Apr",2,0.15,715
561,60,"Year 9",10,"Year 12","Government","Female","Sep",1,-0.51,604
562,7,"Year 7",15,"Bachelor degree","Catholic","Male","Jan",4,1.55,636
563,38,"Year 3",0,"Bachelor degree","Government","Female","Apr",2,-0.16,459
564,23,"Year 7",25,"Bachelor degree","Independent","Male","Oct",5,2.55,735
565,40,"Year 7",0,"Year 12","Government","Female","Apr",2,-0.7,606
566,14,"Year 5",5,"Postgraduate","Government","Male","Oct",3,1.63,590
567,20,"Year 7",55,"Certificate/Diploma","Government","Male","Jan",3,0.34,622
568,2,"Year 5",10,"Certificate/Diploma","Independent","Male","Feb",0,0.84,567
569,55,"Year 5",0,"Bachelor degree","Government","Male","Feb",2,0.82,526
570,1,"Year 9",10,"Year 10 or below","Independent","Female","Sep",2,-0.51,665
571,42,"Year 7",20,"Year 10 or below","Government","Female","Sep",4,-0.67,561
572,25,"Year 5",45,"Certificate/Diploma","Government","Male","Feb",1,1.21,526
573,45,"Year 3",0,"Bachelor degree","Government","Male","Feb",5,1.51,427
574,19,"Year 3",20,"Certificate/Diploma","Government","Female","Nov",1,0.38,482
575,2,"Year 9",15,"Year 12","Independent","Female","Feb",1,0.62,729
576,27,"Year 7",30,"Year 10 or below","Government","Female","Apr",2,-0.55,598
577,51,"Year 7",30,"Year 10 or below","Government","Male","Apr",1,-1.69,645
578,1,"Year 9",5,"Certificate/Diploma","Independent","Female","Jan",2,0.75,662
579,48,"Year 7",45,"Year 12","Government","Female","Apr",2,0.8,498
580,60,"Year 7",5,"Bachelor degree","Government","Male","Feb",2,0.61,597
581,19,"Year 9",0,"Year 10 or below","Government","Female","Sep",2,-0.57,593
582,12,"Year 3",5,"Year 12","Catholic","Male","Sep",3,0.41,428
583,48,"Year 9",5,"Year 12","Government","Male","May",4,-0.45,627
584,1,"Year 9",40,"Certificate/Diploma","Independent","Female","Sep",1,0.68,900
585,12,"Year 3",40,"Year 12","Catholic","Female","Feb",2,0.65,495
586,31,"Year 7",15,"Bachelor degree","Catholic","Female","Feb",4,2.08,630
587,43,"Year 7",30,"Bachelor degree","Government","Male","Jul",4,-0.13,620
588,54,"Year 3",20,"Bachelor degree","Catholic","Female","Dec",2,1.4,478
589,38,"Year 3",10,"Year 12","Government","Female","Oct",1,0.03,457
590,12,"Year 3",10,"Certificate/Diploma","Catholic","Male","Mar",3,0.85,426
591,32,"Year 7",15,"Year 12","Catholic","Female","May",2,0.21,559
592,53,"Year 9",5,"Year 12","Government","Male","Oct",2,0.6,611
593,38,"Year 9",5,"Year 12","Government","Male","Jan",1,0.1,641
594,58,"Year 5",25,"Bachelor degree","Government","Female","Aug",2,1.03,558
595,38,"Year 7",35,"Year 12","Government","Female","Nov",2,0,631
596,45,"Year 3",30,"Postgraduate","Government","Female","Sep",2,1.43,405
597,26,"Year 3",20,"Bachelor degree","Government","Female","Jun",1,1.06,458
598,17,"Year 3",25,"Certificate/Diploma","Independent","Male","Aug",4,0.73,481
599,33,"Year 3",15,"Bachelor degree","Government","Male","Jun",3,1.49,434
600,12,"Year 7",20,"Certificate/Diploma","Catholic","Male","Oct",2,0.88,586
601,54,"Year 3",5,"Bachelor degree","Catholic","Female","Apr",1,2.25,531
602,17,"Year 9",30,"Year 12","Independent","Male","Mar",2,0.53,676
603,37,"Year 3",20,"Postgraduate","Government","Female","Oct",3,1.55,541
604,42,"Year 5",20,"Bachelor degree","Government","Male","Oct",1,0.46,570
605,18,"Year 7",10,"Certificate/Diploma","Government","Male","Nov",2,0.55,560
606,14,"Year 3",10,"Year 10 or below","Government","Male","Jul",3,0.02,416
607,26,"Year 7",0,"Postgraduate","Government","Male","May",3,1.6,633
608,52,"Year 5",0,"Year 12","Government","Female","Jun",1,-0.12,542
609,32,"Year 9",0,"Year 12","Catholic","Female","Dec",3,-0.64,626
610,17,"Year 3",0,"Year 12","Independent","Female","Mar",2,1.11,441
611,28,"Year 5",0,"Year 12","Independent","Male","Jul",1,-0.21,510
612,38,"Year 7",0,"Bachelor degree","Government","Female","Mar",2,0.71,605
613,40,"Year 3",40,"Year 12","Government","Female","Nov",2,0.43,408
614,48,"Year 9",40,"Bachelor degree","Government","Female","Oct",2,0.49,589
